item_id	group_id	listing_has_variations	variant_dict	title	description	url	brand	seller_name	image_url	additional_image_urls	availability	price	shipping_price	condition	mpn	gtin	size	material	color	product_category	target_countries	ads_metadata	is_ads_eligible
TD50-KITE				Standard Tape Dispenser Gun - For 48mm Tape on 75mm Cores - Kite Packaging	A parcel tape dispenser makes light work of packaging and carton sealing, resulting in a professional finish and potentially reducing wastage. Be sure to choose the correct gun dispenser for the size of packaging tape you use; we sell tape dispensers that are compatible with either 48mm or 75mm packaging tape or a universal one that fits any core. Our 48mm wide standard tape dispenser is to be used with 48mm tape only. The light-weight easy to use tape dispenser increases the speed of sealing and boasts a sharp steel blade that easily cuts through the tape. In order to avoid injury, the blade is covered with a guard and the curved handle allows for a better grip, preventing the tape dispenser from slipping.	https://www.kitepackaging.co.uk/scp/tapes/tape-dispenser-guns/?sfpartno=TD50-KITE&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/tape-dispensers-3ll.jpg		in_stock	3.00 GBP	9.92 GBP	new	TD50-KITE	5056731616671				packaging > tapes > tape dispenser guns	"[""GB""]"	"{""custom_label_0"":""Tape dispensers"",""custom_label_1"":""Packaging Tapes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
EP-200X45/45X3-LK				25 Solid Cardboard Corner Protectors - 200 x 45 x 45 mm - Kite Packaging	Our cardboard edge protectors are a low-cost alternative to polystyrene foam and corrugated pieces and are built to withstand heavy loads and high impacts. Our corner edge protectors have a locked corner design for quick assembly. They are made from 100% recycled paper and are fully curbside recyclable. Very effective for reinforcing products with vulnerable edges, such as furniture, frames and boxes.	https://www.kitepackaging.co.uk/scp/corner-and-edge-protection/solid-board-edge-protection/?sfpartno=EP-200X45%2f45X3-LK&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/solid_board_edge_protection_corner_product_1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/solid_board_edge_protection_pallet_2_1l.jpg	in_stock	3.01 GBP	7.89 GBP	new	EP-200X45/45X3-LK	5056731609543				packaging > corner and edge protection > solid board edge protection	"[""GB""]"	"{""custom_label_0"":""Corner & edge protection - Solid board"",""custom_label_1"":""Foam Protection"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
HEAVY-DUTY-BLADES				Snap-off Replacement Blades - 10 Blades per Pack - Kite Packaging	Our multi-use knife with an 18mm snap-off blade features an 18mm lockable blade meaning you can lock it in position until you are finished using it and then lock it back down. It also includes a snap-off blade, ensuring efficient cutting without the need for sharpening. Spare blades are available for this knife.	https://www.kitepackaging.co.uk/scp/sealing-and-security/knives/?sfpartno=HEAVY-DUTY-BLADES&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/hdblades_1.jpg		in_stock	3.25 GBP	7.89 GBP	new	HEAVY-DUTY-BLADES	5056731606856				packaging > sealing and security > knives	"[""GB""]"	"{""custom_label_0"":""Knives & cutters"",""custom_label_1"":""Packroom Equipment"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBR3.5X4.5-KITE				100 x Plain Grip Seal Bags - 89x114 mm	"Manufactured from 45 micron polythene, our 3.5""x4.5"" grip seal polybags are ideal for the retail industry or for items kept in storage. Their grip seal feature ensures the bag stays shut protecting packaged goods from dirt and moisture."	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/grip-seal-bags/?sfpartno=PBR3.5X4.5-KITE	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/grip-seal-bag-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/grip-seal-bag-3l.jpg	in_stock	3.37 GBP	7.89 GBP	new	PBR3.5X4.5-KITE	5056731607327				packaging > resealable grip seal bags > grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBR3.5X4.5WOP				100 x Write On Panel Grip Seal Bags - 89x114 mm	"100 x Write On Panel Clear Grip Seal Resealable Polythene Plastic Bags 3.5"" x 4.5"" (89 x 114 mm). Strong transparent polythene bags with a resealable strip ideal for items that need to be identified easily. Plain white write on the panel to identify contents inside, suitable for pens, pencils and markers. Made from 45 micron (180 gauge) low density polythene. The grip seal ensures the bag stays shut and can be opened easily. These polythene mini grip bags are manufactured from standard grade, 30% recycled, low density and high-clarity polythene film. Available in a wide range of sizes to suit a variety of small-medium sized products. Bulk discounts available on our website."	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/write-on-panel-grip-seal-bags/?sfpartno=PBR3.5X4.5WOP	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/gripseal-writeon-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/gripseal-writeon-2l.jpg	in_stock	3.37 GBP	7.89 GBP	new	PBR3.5X4.5WOP	5056731600564				packaging > resealable grip seal bags > write on panel grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBR4.5X4.5WOP				100 x Write On Panel Grip Seal Bags - 114x114 mm	"100 x Write On Panel Clear Grip Seal Resealable Polythene Plastic Bags 4.5"" x 4.5"" (114 x 114 mm). Strong transparent polythene bags with a resealable strip ideal for items that need to be identified easily. Plain white write on the panel to identify contents inside, suitable for pens, pencils and markers. Made from 45 micron (180 gauge) low density polythene. The grip seal ensures the bag stays shut and can be opened easily. These polythene mini grip bags are manufactured from standard grade 100% virgin, low density and high-clarity polythene film. Available in a wide range of sizes to suit a variety of small-medium sized products. Bulk discounts available on our website."	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/write-on-panel-grip-seal-bags/?sfpartno=PBR4.5X4.5WOP	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/gripseal-writeon-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/gripseal-writeon-2l.jpg	in_stock	3.37 GBP	7.14 GBP	new	PBR4.5X4.5WOP	5056731600588				packaging > resealable grip seal bags > write on panel grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
ST-26/6				26/6 General Purpose Staples - Pack of 5000 - Kite Packaging	We offer a complete range of staples for all types of staplers and staple guns. We stock standard staples in an assortment of sizes for use in the home and office, as well as Rapid branded staples, industrial staples and heavy duty staples for use with staple guns and hand tackers. Our carton staples are available in a range of sizes, suitable for use with both manual and automated box staplers.	https://www.kitepackaging.co.uk/scp/staples/staples/?sfpartno=ST-26%2f6&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/staples-1l.jpg		in_stock	3.48 GBP	7.89 GBP	new	ST-26/6	5056731616411				packaging > staples > staples	"[""GB""]"	"{""custom_label_0"":""Staplers & staple guns"",""custom_label_1"":""Packroom Equipment"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
HEAT-KIT-200E				Spare parts kit for 200mm heat sealer	Everyday usage of our basic impulse heat sealers can result in wear and tear overtime. Our basic heat sealer replacement kits consist of 2 heating elements and 2 teflon belts.	https://www.kitepackaging.co.uk/scp/heat-sealer-spare-parts/basic-heat-sealers-spare-parts/?sfpartno=HEAT-KIT-200E&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/basic-heat-sealer-parts-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/basic-heat-sealer-parts-3l.jpg	in_stock	3.60 GBP	7.89 GBP	new	HEAT-KIT-200E	5056731603718				packaging > heat sealer spare parts > basic heat sealers spare parts	"[""GB""]"	"{""custom_label_0"":""Heat sealer spare parts"",""custom_label_1"":""Heat Shrink & Vacuum"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
HEAT-KIT-300E				Spare parts kit for 300mm heat sealer	Everyday usage of our basic impulse heat sealers can result in wear and tear overtime. Our basic heat sealer replacement kits consist of 2 heating elements and 2 teflon belts.	https://www.kitepackaging.co.uk/scp/heat-sealer-spare-parts/basic-heat-sealers-spare-parts/?sfpartno=HEAT-KIT-300E&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/basic-heat-sealer-parts-2l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/basic-heat-sealer-parts-3l.jpg	in_stock	3.60 GBP	7.89 GBP	new	HEAT-KIT-300E	5056731603725				packaging > heat sealer spare parts > basic heat sealers spare parts	"[""GB""]"	"{""custom_label_0"":""Heat sealer spare parts"",""custom_label_1"":""Heat Shrink & Vacuum"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBR4.5X4.5-KITE				100 x Plain Grip Seal Bags - 114x114 mm	"Our 4.5""x4.5"" clear plastic resealable bags are designed to protect packaged goods from dirt and moisture. These resealable bags are manufactured from 45 micron high clarity polythene, making them ideal for the retail industry."	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/grip-seal-bags/?sfpartno=PBR4.5X4.5-KITE	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/grip-seal-bag-1l.jpg		in_stock	3.88 GBP	7.89 GBP	new	PBR4.5X4.5-KITE	5056731608577				packaging > resealable grip seal bags > grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBR3X7.5-KITE				100 x Plain Transparent Grip Seal Bags - 76x191 mm	Strong transparent grip seal bags ideal for small to medium-sized goods Made from 45 micron (180 gauge) low-density polythene The grip seal ensures the bag stays shut and can be opened easily Protects against dirt and moisture, particularly useful for items kept in storage Offers high clarity for presentation packaging, ideal for the retail sector Dimensions provided are internal LDPE material containing 30% recycled content	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/grip-seal-bags/?sfpartno=PBR3X7.5-KITE	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/grip-seal-bag-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/grip-seal-bag-3l.jpg	in_stock	3.92 GBP	7.89 GBP	new	PBR3X7.5-KITE	5056731616213				packaging > resealable grip seal bags > grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
TIE-2.5X100-BLACK	Cable & wire ties - Plastic Nylon	true	"{""size"":""100x2.5mm""}"	Black Cable Ties - For securing - 1000 Units per Pack - 100x2.5mm - Kite Packaging	Cable ties manufactured from virgin nylon 6-6 plastic One piece moulded mechanism for easy application Bent tip with finger grip and low threading force No metal barbs or cumbersome wedges Huge choice of varying lengths to suit a number of applications	https://www.kitepackaging.co.uk/scp/cable-ties/plastic-cable-ties/?sfpartno=TIE-2.5X100-BLACK	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/plastic-ties-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/plastic-ties-2l.jpg	in_stock	4.12 GBP	7.89 GBP	new	TIE-2.5X100-BLACK	5056731602704	100x2.5mm			packaging > cable ties > plastic cable ties	"[""GB""]"	"{""custom_label_0"":""Cable & wire ties - Plastic Nylon"",""custom_label_1"":""Strapping Bandings & Ties"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PP-HDL-KNIFE	Webbing handles for cartons	true	{}	Carton handle knife - Handle heavy boxes safely & easily - Kite Packaging	Corrugated box handles are used to safely lift heavy or hard-to-grip boxes. Lifting these boxes poses a significant health risk, but using our box handles makes them light work. Using the knife and straps as part of the set, you can quickly and easily pierce the box and install ready-made handles. You'll then be able to lift the boxes with ease. Our straps' durable construction means that boxes up to 70kg can be lifted, making the task easier & much safer.	https://www.kitepackaging.co.uk/scp/packroom-equipment/webbing-handles-for-cartons/?sfpartno=PP-HDL-KNIFE&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/box_handles_knifel.jpg	https://media.kitepackaging.co.uk/images/product/large/box_handles_herol.jpg	in_stock	4.24 GBP	7.89 GBP	new	PP-HDL-KNIFE	5056731623662				packaging > packroom equipment > webbing handles for cartons	"[""GB""]"	"{""custom_label_0"":""Box handles"",""custom_label_1"":""Packroom Equipment"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBRH3.5X4.5				Heavy-duty Grip Seal Bags - Re-sealable and Re-usable - Packs of 100 - 89x114mm - Kite Packaging	These transparent grip seal bags are made from 75 micron polythene that contains 30% recycled material. This degree of thickness grants the bags enough strength to securely carry a range of heavier items with enhanced puncture resistance. The packaging is manufactured from low-density polyethylene to achieve the durability which makes it effective when holding bulkier products. The grip seal makes the bags resealable and hence, reusable. By closing simply and securely, paired with the inherent strength of the material, they are ideal for repeat use which makes them an economic resource for businesses and individuals. Our strong grip seal bags are available in seven different sizes that can cater toward small to larger items. Weighty DIY tools can be contained within the bags in addition to important documents where it is highly important to protect the contents from dust, grime or moisture. The plain clear bags make it easy to quickly identify the products inside while preventing contamination. This increases the hygiene level of items while in storage, being handled on a shop floor or in transit.	https://www.kitepackaging.co.uk/scp/resealable-grip-seal-bags/heavy-duty-grip-seal-bags/?sfpartno=PBRH3.5X4.5&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/hd-grip-seal-2l.jpg		in_stock	4.34 GBP	7.89 GBP	new	PBRH3.5X4.5	5056731611751	89x114mm			packaging > resealable grip seal bags > heavy duty grip seal bags	"[""GB""]"	"{""custom_label_0"":""Grip seal and zip lock bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
PBL0406				1000 Extra Heavy Duty Polythene Bags - 100 x 150 mm (4 x 6 inch) - 80 Gauge Thickness - Kite Packaging	Kite's cost-effective poly bags are the best packaging solution for small & large items. Our poly bags are incredibly durable and versatile, providing an excellent protective solution for almost any product. While ideal for clothing, accessories, books, electronics or mechanical components, polybags can be used for almost any product and ours provide superior protection. Our polythene bag range has excellent clarity which ensures your customers have a clear view of your product when being unboxed - this is critical for first impressions. See why Kite is the UK's #1 packaging company and browse our polythene bag range!	https://www.kitepackaging.co.uk/scp/polythene-bags/light-duty-polythene-bags/?sfpartno=PBL0406	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/polybags-light-3l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/polybags-light-1l.jpg	in_stock	4.42 GBP	7.89 GBP	new	PBL0406	5056731607143				packaging > polythene bags > light duty polythene bags	"[""GB""]"	"{""custom_label_0"":""Polythene bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CSW030305	Standard cardboard boxes	true	"{""size"":""76 x 76 x 127 mm (3 x 3 x 5 inches)""}"	30 Single Wall Cardboard Boxes - 76 x 76 x 127 mm (3 x 3 x 5 inches) - Kite Packaging	Cost-effective, high-quality, versatile - those are the words we would use to describe our single wall cardboard boxes. Comprised of a single layer of corrugated cardboard, these boxes provide protection that is more than sturdy enough for a range of applications - almost any industry you can think of runs on single wall cardboard boxes. Our boxes arrive flat-packed for efficient storage, and can hold up to 32kg of evenly-distributed weight. Our cardboard boxes are all made from 60-90% recycled material, and are of course recyclable, making them one of the greenest packaging choices you could make.	https://www.kitepackaging.co.uk/scp/boxes/standard-cardboard-boxes/?sfpartno=CSW030305&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/3x3x5l.jpg	https://media.kitepackaging.co.uk/images/product/large/3x3x5Hl.jpg	in_stock	4.58 GBP	7.89 GBP	new	CSW030305	5056731603565	76 x 76 x 127 mm (3 x 3 x 5 inches)			packaging > boxes > standard cardboard boxes	"[""GB""]"	"{""custom_label_0"":""Single wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
